1.250465669075106340e-02
2.385165922376242253e-02
2.180360486126314140e-02
1.183629309970932880e-02
1.040603311385408791e-02
9.219105073238628711e-03
8.219005317753970419e-03
7.121613847942692352e-03
6.548836299460888098e-03
3.932338407370925687e-03
