8.498683978062615552e-02 1.648099127140756903e-01 -1.475012217948913802e-02
-2.632277635592390405e-02 3.212929114759226490e-01 -2.445519848248653982e-01
-3.906185764281257938e-02 3.179009478858839111e-01 -2.194415489912467931e-01
-5.044594533079602844e-02 3.090429977392195604e-01 -1.770983928527966877e-01
-6.312969812897421817e-02 2.878563085585831294e-01 -1.283341829646655607e-01
-7.597223826333876495e-02 2.543400330164738987e-01 -9.256679409556221871e-02
-8.697964935408150633e-02 2.134220486870460898e-01 -5.664458391723576486e-02
-9.687582388982478310e-02 1.602464813859069415e-01 -1.830812261491381390e-02
-1.021931574057323433e-01 1.129330104371898819e-01 1.752906745891083095e-03
-1.053659639600227765e-01 7.371137461431652438e-02 8.733519074339553961e-03
-1.072516668003861279e-01 4.501006793921893262e-02 9.799827739849546748e-03
-1.078520781575463133e-01 2.988707428610630143e-02 1.369035073612070476e-02
-1.086001280527329749e-01 1.208371723356874497e-02 1.621602527188721610e-02
-1.090959212342003104e-01 5.007662051923614027e-04 1.662445446467244320e-02
-1.099588659526718609e-01 -1.498600118481704588e-02 2.502244187901329561e-02
-1.098798122356929724e-01 -2.107230270215108489e-02 2.555853647730433817e-02
-1.100367011524027161e-01 -2.907102480860861149e-02 2.966008761138748742e-02
-1.098664381879786850e-01 -3.836994826769445088e-02 3.254216264108716200e-02
-1.099915593972555644e-01 -4.592179818712145700e-02 3.233361698694148939e-02
-1.098862994619905775e-01 -5.227846011913863528e-02 3.353765666436806653e-02
-1.099134187587289951e-01 -5.585710324441538199e-02 3.346430975560620025e-02
-1.097259226355829648e-01 -6.077772410620778387e-02 3.190666810755005828e-02
-1.096721628107657359e-01 -6.606818553501205005e-02 3.167869642731795110e-02
-1.095427996310600061e-01 -6.458160005167537521e-02 3.038421417890163970e-02
-1.097254949623417686e-01 -6.583115607277731374e-02 3.161747060358730682e-02
-1.097827651946357702e-01 -6.932366447759999439e-02 3.068479204625185544e-02
-1.095983363960659623e-01 -6.892434514932278822e-02 2.693353990420332966e-02
-1.096125855841693225e-01 -7.029854184458478317e-02 2.370193661758679404e-02
-1.094118039356458683e-01 -6.895007935310254465e-02 2.268940658460969970e-02
-1.094170146762785539e-01 -7.243794525676348905e-02 2.256247423052903239e-02
-1.093304565543534584e-01 -7.416529494321871807e-02 2.486500684585583876e-02
-1.089705390686519226e-01 -7.817479861950220321e-02 2.402880694726459293e-02
-1.087340300601794124e-01 -7.675317334754548637e-02 2.531842349956908711e-02
-1.084778044664395508e-01 -8.040787160940325584e-02 2.591875461351817594e-02
-1.083700077342577284e-01 -8.420383423638796994e-02 2.171207008244348258e-02
-1.080695210606135021e-01 -8.243125342044586856e-02 1.715827991337219582e-02
-1.081370523215601509e-01 -8.450166398781182309e-02 1.603784085016257341e-02
-1.078856524637335362e-01 -8.616504470634167578e-02 1.373630577638504380e-02
-1.074729316100988818e-01 -8.624125288858058846e-02 1.297835939716189199e-02
-1.072599712703925096e-01 -8.376406676819403430e-02 1.237900128547752242e-02
-1.073085470216731119e-01 -8.671731416248082414e-02 9.678704958547220544e-03
-1.071385985694415233e-01 -8.494306879831951818e-02 9.508084078440124168e-03
-1.068218106280444668e-01 -8.802113211062267961e-02 1.045645411558889480e-02
-1.065090520476534852e-01 -8.554769516642422855e-02 7.664273878349964035e-03
-1.062588462885487306e-01 -8.853266262654335694e-02 -1.240406932536375264e-03
-1.059273413382003926e-01 -8.826157913763947593e-02 -2.237311440021905705e-03
-1.988124586974466396e-02 -3.094561589750431385e-01 -1.453742503816747023e-01
4.233151491164081209e-02 -2.698322088400832430e-01 -2.694270219193369287e-01
8.157612901331867672e-02 -1.953896726289052477e-01 -2.962559826662551354e-01
9.553223364653185001e-02 -1.347377343687879148e-01 -2.982858228056036731e-01
9.983121022009679157e-02 -1.033123827015122176e-01 -2.686366916161694873e-01
1.027211955194893972e-01 -8.620722524658164243e-02 -2.378208423038290498e-01
1.048395257914705170e-01 -7.349030751660592942e-02 -2.088973261782619273e-01
1.056459962786719387e-01 -6.605012290587970736e-02 -1.966969172043688818e-01
1.058143632085236235e-01 -5.816500309758580040e-02 -1.820462146097847067e-01
1.069540993561174519e-01 -5.200384266813413980e-02 -1.471303059083548248e-01
1.084053079421624238e-01 -4.609817512266918549e-02 -1.193216410449915998e-01
1.090750654030054473e-01 -4.196720974298228518e-02 -8.549611777977125793e-02
1.097506801481914485e-01 -4.013819450609602824e-02 -5.572323414284735543e-02
1.095532066780924019e-01 -3.412660699332956821e-02 -4.400602941994916778e-02
1.105096991897486780e-01 -2.848434894246680213e-02 -2.784037943381180782e-02
1.108113124359274004e-01 -2.398847031088532228e-02 -1.865322926763546968e-02
1.112282389447135228e-01 -2.220391268454493389e-02 -8.515017817559896243e-03
1.112814225823697406e-01 -1.875541952808275695e-02 8.052258704757839182e-04
1.115265632223331055e-01 -1.639345404396417433e-02 1.807290506154967877e-02
1.114962183495609438e-01 -1.400340796991908325e-02 2.839550424760583017e-02
1.114359369722213305e-01 -1.063656421851191802e-02 3.720572464958591535e-02
1.118621463249755421e-01 -1.031404910137621693e-02 4.249935868737878680e-02
1.115961274231927342e-01 -5.674643608378305247e-03 5.294932977058723622e-02
1.119279358498126292e-01 -7.648246399788714324e-03 5.464411776479134036e-02
1.118777628599315482e-01 -5.673327419855252705e-03 5.725855685396496336e-02
1.117583267799498875e-01 -4.818334711760316122e-03 6.916123416036314142e-02
1.118110861123974842e-01 -3.935813009984599764e-03 7.213910309954262023e-02
1.117950678396171793e-01 -6.325089015171444715e-03 7.342590208139879171e-02
1.117606046820621146e-01 -2.781476082894169134e-03 7.687186241889157334e-02
1.116495963263004487e-01 -1.846555256937916847e-03 8.013550929123069988e-02
1.116356639612546553e-01 -1.708431442767758494e-03 8.239494121214507860e-02
1.111926626935700463e-01 8.146616942487710459e-04 9.013229631000031772e-02
1.114959944483274040e-01 -1.452904838936987025e-03 9.495971275095355102e-02
1.113738141228377970e-01 1.534161971265150153e-03 1.016730281987925505e-01
1.112439145288458830e-01 1.099326358759934383e-03 1.097016117678363128e-01
1.111754935753638679e-01 5.135542800459037263e-04 1.107050449568572209e-01
1.109899929704201427e-01 2.039028745450596238e-03 1.147367002613694648e-01
1.111500793897713668e-01 -1.087624367826018539e-04 1.170570743092189808e-01
1.108638845452679933e-01 -7.209351151985314001e-04 1.211903244048428419e-01
1.108914732289759814e-01 4.531180959306804128e-04 1.221135870631720743e-01
1.106526984384192391e-01 3.235521387691734935e-03 1.303032265610392926e-01
1.107304974376816520e-01 2.228978981357401540e-03 1.309500282976930885e-01
1.104130327056347949e-01 3.221056693190595122e-03 1.397089860312162313e-01
1.104630214468313026e-01 1.299357768672026103e-03 1.386147504539238795e-01
1.104319182633821395e-01 1.971062241953638969e-03 1.406852591614430326e-01
